      male     female
       3.0        5.0 --         سمعْنا دلّوكْة الْعرسْ. 
       3.0        5.0 --         سمعْنا ضجّة كبيرة. 
       1.0        4.0 --         سميرة بتحب الملاياتْ. 
       1.0        4.0 --         سنة حلْوة يا جميل. 
       3.0        2.0 --         سنّها بتوجعها. 
       3.0        5.0 --         سنْدوتْش فولْ لوْ سمحْت! 
       3.0        3.0 --         سوقْ الشجرة قريب. 
       3.0        5.0 --         سوقْ علىْ مهْلكْ. 
       3.0        5.0 --         سياسة الحكومة كعبة. 
       3.0        3.0 --         سيب الجري والطّيران. 
       3.0        5.0 --         سيدْ البيتْ عايز الءيجارْ. 
       3.0        5.0 --         سيرالحركّة بطيء جداً. 
       3.0        6.0 --         سيْد الْعربيهْ ما جاتهْ حاجهْ. 
       1.0        4.0 --         شاطي النيل جميل. 
       0.0        4.0 --         شاعر بطمام؟ 
       0.0        4.0 --         شاعر بعيا؟ 
       3.0        5.0 --         شاعر بمغصْ؟ 
       3.0        2.0 --         شاعرْ بءلمْ في الْعيْنْ. 
       3.0        7.0 --         شاعرْ بحمّى خفيْفةْ. 
       3.0        7.0 --         شاعرْ بدوخةْ خفيْفة. 
       3.0        7.0 --         شاعرْ بزغْللةْ عيوْنْ. 
       3.0        5.0 --         شاعرْ بصْداعْ بطّالْ. 
       0.0        4.0 --         شاعرْ بصْداعْ. 
       0.0        4.0 --         شاعرْ بفْتوْرْ. 
       1.0        4.0 --         شاعْرة بءرْهاقْ؟ 
       0.0        4.0 --         شاكر ليكم جداً. 
       0.0        4.0 --         شاكر ليْك كتير . 
       0.0        4.0 --         شالته نومة. 
       1.0        4.0 --         شالوْه بالاسعافْ 
       1.0        4.0 --         شايف كدة ءحْسن؟ 
       1.0        4.0 --         شايفكْ ماشي وجاي. 
       3.0        4.0 --         شايفْ ءنّكْ تعْبانْ. 
       3.0        6.0 --         شايْفك متْوتّر خالصْ. 
       0.0        4.0 --         شايْلة شنو؟ 
       1.0        4.0 --         شايْلة شنْطة يدْ. 
       3.0        7.0 --         شبكة المجاري عايْزة صيانة. 
       1.0        4.0 --         شبّاك التّذاكر وين؟ 
       3.0        5.0 --         شتّتْ الْعيْشْ للجّدادْ. 
       3.0        5.0 --         شدّدْ عليه عشان يجي. 
       3.0        2.0 --         شراب الخمرة حرام! 
       1.0        4.0 --         شرب ليه كورة لبن. 
       3.0        2.0 --         شربت عصير متلج. 
       3.0        6.0 --         شربنا شاى و جبنة. 
       0.0        4.0 --         شربْت الدّوا؟ 
       3.0        5.0 --         شركةْ التّءْمينْ بتدْفعْ . 
       3.0        5.0 --         شروطْ العقْدْ شنو؟ 
       3.0        6.0 --         شروطْ الْعقدْ معْروفة. 
       3.0        7.0 --         شرّابْ فايْزة ءبْيضْ. 
       3.0        6.0 --         شرْطة العاصمة قويّة. 
       0.0        4.0 --         شطنتي راحت. 
       1.0        4.0 --         شعرت بتعب شديد. 
       0.0        4.0 --         شعرْت بءلمْ؟ 
       3.0        2.0 --         شعرْت بدوْخةْ. 
       3.0        7.0 --         شغال في مصْلحة الءراضي. 
       3.0        5.0 --         شغال ورْديّة ليْل. 
       3.0        4.0 --         شغالْ سمْسارْ. 
       3.0        7.0 --         شغالْ في مكْتبْ عقاراتْ. 
       3.0        7.0 --         شغّال في ءدارة التسويق. 
       3.0        7.0 --         شغّالة ممرّضة. 
       3.0        7.0 --         شغّالْ في توْزيع الءكل. 
       3.0        7.0 --         شغّالْ في صحّنة الْبيءهْ. 
       3.0        6.0 --         شغّالْ في مصْنعْ. 
       3.0        5.0 --         شغّالْ ويْن ءنْت؟ 
       3.0        7.0 --         شغْلي بيبْدا الصّباح. 
       3.0        2.0 --         شفْت عشرة بيوتْ. 
       3.0        5.0 --         شفْتي بْحيْرة تضانا؟ 
       3.0        7.0 --         شفْنا الرّقْصات الشّعْبيّة. 
       1.0        4.0 --         شفْنا مناظرْ سمْحة! 
       1.0        4.0 --         شقّتْنا رقمْها . 
       3.0        5.0 --         شقّتْنا ضيْقة. 
       3.0        5.0 --         شكا ليه منْ ءخوه. 
       3.0        6.0 --         شكلك متغيّر ليه؟ 
       1.0        4.0 --         شمال السّودانْ حار. 
       1.0        4.0 --         شنطتك تقيلة. 
       3.0        7.0 --         شنطتك راحت؟ الله يعوّضك! 
       0.0        4.0 --         شنطتي رايحة. 
       3.0        3.0 --         شنطتي ضاعت. 
       3.0        4.0 --         شنطتي مفقودة. 
       3.0        7.0 --         شنو الْفوْضى دي؟ 
       0.0        4.0 --         شنو الْمصدرْ؟ 
       0.0        4.0 --         شنو هوايْتك؟ 
       1.0        4.0 --         شهادتي ثانوي ءكمال. 
       3.0        3.0 --         شهرْ رمضان عظيم. 
       3.0        5.0 --         شهرْ مارسْ قبْل ءبْريلْ. 
       3.0        5.0 --         شوارْع البلد نضيفة. 
       3.0        6.0 --         شوف جمْهور كورة القدم. 
       0.0        4.0 --         شوْف قدّامك. 
       3.0        5.0 --         شيل السلاح ممنوع في الطيارة! 
       3.0        5.0 --         شيل زىْ ما دايرْ. 
       3.0        4.0 --         صاحبي مهنْدسْ. 
       3.0        5.0 --         صادروا كلّ الْحاجاتْ. 
       3.0        5.0 --         صادروا منّه الْلابْتوبْ. 
       3.0        3.0 --         صالة العرسْ كبيرة. 
       3.0        7.0 --         صالة المغادرة سمحة. 
       3.0        3.0 --         صالة الوصول بويْن؟ 
       3.0        5.0 --         صالة الوصول سمحة. 
       1.0        4.0 --         صالة بيتنا كبيرة. 
       3.0        5.0 --         صباحْ الخيْر يا ءسْتاذْ. 
       3.0        3.0 --         صباحْ النّورْ يا علي. 
       0.0        4.0 --         صحي ما راجعْ؟ 
       3.0        5.0 --         صدّقيني ولوْ مرّهْ! 
       3.0        4.0 --         صدّقْ كلامْ ءبوك! 
       1.0        4.0 --         صدْفة جميلة. 
       3.0        6.0 --         صرّح بالحاجات الفي نفسك. 
       3.0        7.0 --         صلاح سقطْ في الفيزياء. 
       3.0        6.0 --         صلاح ما نجحْ في الفيزياء. 
       3.0        6.0 --         صلاحية الجواز ءنتهت. 
       1.0        4.0 --         صلّينا الفجر. 
       3.0        5.0 --         صناديك الفواكه تقيلة. 
       3.0        6.0 --         صوتْ المكنة مزْعج. 
       3.0        7.0 --         صورتي في الصفحة الءخيرة. 
       3.0        7.0 --         صورْ الءشعة بتاعتي كويسهْ. 
       3.0        5.0 --         ضايقْ مالكْ يا زولْ؟ 
       3.0        7.0 --         ضبطوا معاه حاجات ممنوعهْ. 
       3.0        5.0 --         ضرب البيْتْ بوهْية. 
       3.0        5.0 --         ضربت عربيتي بهْية. 
       1.0        4.0 --         ضروري تجي. 
       3.0        5.0 --         ضفة النّيلْ جميلة. 
       3.0        6.0 --         ضهريْة الْعربيهْ كبيرهْ. 
       3.0        6.0 --         ضهْرية العربيّة كبيرة. 
       2.0        4.0 --         ضو المطار ظهر. 
       3.0        5.0 --         ضوّ لينا الءوضة! 
       3.0        5.0 --         طابور الصباحْ بدا. 
       3.0        7.0 --         طارقْ عزفْ على الصّفارة. 
       3.0        4.0 --         طرْحة  فاتن حمْرا. 
       3.0        3.0 --         طلبك مرْفوض. 
       3.0        7.0 --         طلبوا ءنو ءىّ زولْ يجي. 
       3.0        6.0 --         طلبْت طبيخْ كوْسة. 
       2.0        4.0 --         طلبْنا ملاحْ بامية. 
       3.0        5.0 --         طلعْ في الْءشارهْ الْحمْرا. 
       3.0        3.0 --         طلعْت بالءسانْسيرْ. 
       3.0        4.0 --         طلّعت جواز؟ 
       3.0        5.0 --         طلّعت رخصة؟ 
       3.0        6.0 --         طلّعْت زكاةْ الفطْرْ؟ 
       0.0        4.0 --         طمّنّا عليْكْ. 
       3.0        2.0 --         طوالي بتذكّرْ فيكْ. 
       3.0        4.0 --         طويلْ ءزْرقْ. 
       3.0        4.0 --         طوّل بالك شويّة! 
       3.0        3.0 --         طوّلْ بالكْ شويّهْ. 
       0.0        4.0 --         طوّلْ بالكْ عليْ. 
       3.0        3.0 --         طوّلْنا ما شفْناكْ. 
       1.0        4.0 --         طيّبْ، نمْشي البيْت. 
       3.0        5.0 --         ظبطوْه شايلْ الءوراقْ. 
       3.0        6.0 --         ظبّطْ الموْضوع كويّس. 
       0.0        4.0 --         عادة بقرا وبنوم. 
       0.0        4.0 --         عادلْ شعره ناعمْ. 
       3.0        6.0 --         عادلْ ولدْ صغيّر. 
       0.0        4.0 --         عارفْ شنو؟ 
       1.0        4.0 --         عازْمكْ ببْسي. 
       3.0        5.0 --         عاصمة السّودان جميلة. 
       2.0        4.0 --         عامل كءنّه ما سمع. 
       3.0        5.0 --         عاملهم بموجبْ القانونْ. 
       0.0        4.0 --         عاملْ كيْفْ بالله؟ 
       3.0        7.0 --         عايز ءعمل ءتّصال بالسودان. 
       1.0        4.0 --         عايز ءوصيك. 
       3.0        7.0 --         عايز لى بيت للءيجار 
       3.0        7.0 --         عايز لى شاحن موبايل. 
       3.0        7.0 --         عايز لىْ ورق طباعة. 
       1.0        4.0 --         عايزاني ءترفدْ ؟ 
       3.0        6.0 --         عايزة سعرْ ءرْخصْ. 
       3.0        6.0 --         عايزين ءوضة بسريرين. 
       3.0        3.0 --         عايزين انترنت سريع . 
       3.0        7.0 --         عايزين لينا خلّاطة فواكه. 
       3.0        5.0 --         عايزينْ نلْحقْ البصْ. 
       3.0        5.0 --         عايزينْ هدوم المدْرسة. 
       3.0        3.0 --         عايزْ ءرْكبْ جملْ. 
       3.0        5.0 --         عايزْ ءشْتري ساعة يدْ. 
       3.0        5.0 --         عايزْ تقْريرْ طبّي. 
       3.0        5.0 --         عايزْ حاجة يا حسنْ؟ 
       0.0        4.0 --         عايزْ حاجة؟ 
       3.0        5.0 --         عايزْ حبوبْ صداعْ. 
       3.0        3.0 --         عايزْ دوا قحّهْ. 
       3.0        5.0 --         عايزْ رغيفْ. 
       3.0        5.0 --         عايزْ سنْدوتْش فلافلْ. 
       3.0        5.0 --         عايزْ عشا بسيطْ. 
       3.0        6.0 --         عايزْ قطنْ طبّي. 
       1.0        4.0 --         عايزْ مشْروبْ؟ 
       3.0        2.0 --         عايزْنا نعمل شنو؟ 
       0.0        4.0 --         عايلْتي كبيرة. 
       3.0        5.0 --         عاينت من شبّاك الطيارة. 
       3.0        5.0 --         عايْزة ءشْتري لبنْ. 
       1.0        4.0 --         عايْزة حاجة؟ 
       0.0        4.0 --         عايْزين تومْ. 
       3.0        7.0 --         عايْزين ربْطة ملوخية. 
       0.0        4.0 --         عايْزين عيْش. 
       3.0        5.0 --         عايْزين نشْتري بهارات. 
       3.0        5.0 --         عبْدالرّحيْم بيكْتبْ شعر. 
       3.0        7.0 --         عثْمان حسينْ مطْرب مشْهورْ. 
       1.0        4.0 --         عدي ءشارة المرورْ. 
       0.0        4.0 --         عدّ  القروش دي. 
       3.0        5.0 --         عدّة الْحلاقة في الْحمّامْ. 
       1.0        4.0 --         عدّلْ عن الفكره دي. 
       1.0        4.0 --         عدّي التقاطع. 
       1.0        4.0 --         عربية الشحن جات. 
       3.0        2.0 --         عربية الْبوْليسْ جاتْ. 
       3.0        3.0 --         عربية الْحريقة جاتْ. 
       3.0        7.0 --         عربيته قديمة، بس ءسْتعْمال خفيف. 
       0.0        4.0 --         عربيتي مءمنة. 
       3.0        7.0 --         عربيتي ما زى عربيتك. 
       1.0        4.0 --         عربيتي مكيّفة. 
       3.0        2.0 --         عرسْ محاسنْ بكْرة. 
       0.0        4.0 --         عريسْ السرورْ! 
       3.0        5.0 --         عريفْ ءحْمدْ في البحْرية. 
       3.0        5.0 --         عشان كدة بحب السّودان. 
       3.0        5.0 --         عشانْ كدا ءنا حبّيْتهْ. 
       0.0        4.0 --         عشانْ نجحْ. 
       3.0        5.0 --         عفشه ءقلّ من رطل. 
       3.0        3.0 --         عقْبال الملْيوْن شمْعة. 
       1.0        4.0 --         علاج الْملارْيا ساهلْ. 
       3.0        6.0 --         علقْ اللوحهْ دي في الْحيطهْ! 
       3.0        5.0 --         على ويْن؟ في المكْتب؟ 
       3.0        7.0 --         علىْ طولْ ودّوه العمليهْ. 
       3.0        5.0 --         علي جوّهْ الءوْضهْ. 
       3.0        5.0 --         علي حيبقى في البيت. 
       1.0        4.0 --         علي رتْبتهْ نقيب. 
       1.0        4.0 --         علي رجّعْ تذكرْته. 
       3.0        4.0 --         علي رسب في الرياضيات. 
       3.0        5.0 --         علي سحب قروشه من البنك. 
       3.0        5.0 --         علي شغال ءوفرتايم. 
       3.0        7.0 --         علي شغّالْ في القوّاتْ البحْرية. 
       3.0        7.0 --         علي طبيبْ في السّلاحْ الطبّي. 
       3.0        5.0 --         علي عنْده  صالون حلاقة. 
       3.0        5.0 --         علي لابسْ هدومْ رياضة. 
       3.0        3.0 --         علي لسّعْ في الجّمارك. 
       3.0        3.0 --         علي مشْترك في النّادي. 
       3.0        3.0 --         علي مغْتربْ. 
       3.0        5.0 --         عمر ءبويْ خمْسين سنة. 
       3.0        5.0 --         عمر حيصبح هنا لبكرة. 
       1.0        4.0 --         عمر عتّالي في السوق. 
       1.0        4.0 --         عمر قطّعْ العيش. 
       1.0        4.0 --         عمرها قدْريْش؟ 
       0.0        4.0 --         عمرْ الليْلة ما جا. 
       1.0        4.0 --         عمل عمليّات كتيرة. 
       0.0        4.0 --         عملت التءشيرة. 
       6.0       10.0 --         عملت تءشيرة خروج. 
       3.0        5.0 --         عملت تءشيرة دخول. 
       3.0        4.0 --         عملت ضمان بنكي. 
       0.0        4.0 --         عملتوا لقيْمات؟ 
       0.0        4.0 --         عملنا كعك العيْدْ. 
       3.0        5.0 --         عملنْا الزّينة للحفْلة. 
       0.0        4.0 --         عملوا تحقيق؟ 
       3.0        2.0 --         عملوا تصوير للحفلة. 
       3.0        6.0 --         عملوا فحْصْ للْبيتْ الجّديد. 
       3.0        6.0 --         عملوا ليْه ربْطهْ في رجْلهْ. 
       1.0        4.0 --         عملوا ليْه عمليّهْ. 
       3.0        6.0 --         عملوا ليْه مجْلسْ محاسبة 
       1.0        4.0 --         عملوا ليْه مكمّداتْ. 
       0.0        4.0 --         عملْ فحصْ دمْ. 
       1.0        4.0 --         عملْ للْجرحْ مرْهمْ. 
       3.0        5.0 --         عملْ مخالفات كتيرهْ. 
       0.0        4.0 --         عملْت الءكلْ؟ 
       1.0        4.0 --         عملْت تسجيل للعربية. 
       1.0        4.0 --         عملْت عمليّة عيونْ. 
       0.0        4.0 --         عملْت فحصْ؟ 
       3.0        3.0 --         عملْت مخالفة ليْه؟ 
       3.0        3.0 --         عملْنا البروفة ءمْس. 
       3.0        5.0 --         عملْنا طلبيّة  للبيتْزا. 
       1.0        4.0 --         عملْنا فوْل مدنْكّل. 
       3.0        3.0 --         عمي سمْسار ءراضي. 
       3.0        7.0 --         عمّمْ الءعلانْ علىْ كلّ الْءقسامْ. 
       3.0        5.0 --         عمْرو فوق السّبعين. 
       1.0        4.0 --         عمْري عشْرين سنة. 
       3.0        7.0 --         عمْل لى خصم كبير. 
       3.0        3.0 --         عندك ءسْتيكة وقلمْ ؟ 
       6.0       14.0 --         عندك بطاقة شخصيّة؟ 
       3.0        4.0 --         عندك تعامل مع البنك دا؟ 
       0.0        4.0 --         عندك دفْترْ رسمْ؟ 
       3.0        6.0 --         عندك رخصة سواقة؟ 
       3.0        5.0 --         عندك طوابع للجواب دا؟ 
       0.0        4.0 --         عندكْ ءقامهْ؟ 
       0.0        4.0 --         عندكْ تءمينْ؟ 
       3.0        3.0 --         عندكْ رخْصهْ؟ 
       1.0        4.0 --         عندكْ قلمْ ناشفْ ؟ 
       3.0        2.0 --         عندكْ معلوماتْ عنّهْ؟ 
       0.0        4.0 --         عندنا فرن كبير. 
       3.0        5.0 --         عنده بندقيّة صيد! 
       0.0        4.0 --         عنده حاسب ءالي. 
       3.0        7.0 --         عنده رخصة سواقة دولية. 
       3.0        5.0 --         عنده رصيد في البنك 
       3.0        3.0 --         عنده عفش زايد. 
       3.0        5.0 --         عنده فلوس وديعة في البنك. 
       3.0        3.0 --         عنده محل تنجيد مراتب. 
       3.0        4.0 --         عنده معاملات تجارية. 
       3.0        6.0 --         عندها غوايشْ دهبْ. 
       3.0        3.0 --         عندها معرض ملابس. 
       3.0        2.0 --         عندها نزْلةْ برْدْ. 
       3.0        5.0 --         عندهم تمارين رياضية. 
       3.0        7.0 --         عندهم موقع على الانترنت. 
       2.0        4.0 --         عندي ءقامة حرّة. 
       0.0        4.0 --         عندي برّاية وقلمْ . 
       0.0        4.0 --         عندي حساب توفير. 
       3.0        5.0 --         عندي حساب جاري في البنك. 
       3.0        3.0 --         عندي حساسيهْ في الءنف. 
       3.0        7.0 --         عندي حصة في سنة ءولى. 
       0.0        4.0 --         عندي سءال مهم. 
       3.0        5.0 --         عندي شركة نقْلْ جوّي. 
       3.0        5.0 --         عندي شهادة سودانيّة. 
       1.0        4.0 --         عندي مشاريعْ كتيرهْ. 
       1.0        4.0 --         عنوان بيتكم شنو؟ 
       3.0        3.0 --         عنْدك بريد ءلكتروني؟ 
       3.0        3.0 --         عنْدك سفرة للسّودان؟ 
       3.0        7.0 --         عنْدك سياحيّة ولاّ ءولى؟ 
       3.0        7.0 --         عنْدك مشية على السوق؟ 
       3.0        5.0 --         عنْدك واجبْ منْزلي؟ 
       3.0        3.0 --         عنْدك وكت فاضي؟ 
       0.0        4.0 --         عنْدكم كنافة؟ 
       3.0        3.0 --         عنْدكمْ مسّكّناتْ؟ 
       0.0        4.0 --         عنْدكْ ءسْهالْ؟ 
       3.0        3.0 --         عنْدكْ ءلمْ في المعدةْ؟ 
       3.0        6.0 --         عنْدكْ خضار جديدْ؟ 
       3.0        5.0 --         عنْدكْ سطّاشرْ دوْلار؟ 
       3.0        3.0 --         عنْدكْ عدّة حلاقة؟ 
       3.0        5.0 --         عنْدكْ فقْدانْ شهيّةْ؟ 
       0.0        4.0 --         عنْدكْ فكّة؟ 
       0.0        4.0 --         عنْدكْ كمْ دوْلار؟ 
       1.0        4.0 --         عنْدكْ مشْروباتْ؟ 
       0.0        4.0 --         عنْدكْ ولّاعة؟ 
       0.0        4.0 --         عنْدنا الءسْبيراتْ. 
       3.0        3.0 --         عنْدنا تلّاجة كبيرة. 
       3.0        7.0 --         عنْدنا خضارات مسْلوقة. 
       3.0        6.0 --         عنْدنا طربيْزة جديدةْ. 
       3.0        5.0 --         عنْدنا غسّالة. 
       3.0        3.0 --         عنْدنا مراسلات معاهم. 
       3.0        2.0 --         عنْدنا مسابقة جري. 
       3.0        5.0 --         عنْده ءصْرارْ شديدْ. 
       1.0        4.0 --         عنْده ءمْتحانات. 
       3.0        5.0 --         عنْده تءثيرْ كبيرْ عليو. 
       3.0        6.0 --         عنْده تسوّسْ في ءسْنانْه. 
       3.0        5.0 --         عنْده تشْكيلاتْ ملابسْ. 
       3.0        5.0 --         عنْده جرحْ بسيطْ. 
       3.0        6.0 --         عنْده خدْشة في ءيْده. 
       3.0        5.0 --         عنْده شاحنة كبيرة. 
       3.0        5.0 --         عنْده شْويّةْ  تردّدْ. 
       3.0        5.0 --         عنْده عمل فلْكْلوري جميلْ. 
       3.0        6.0 --         عنْده قطْعة ءرضْ. 
       3.0        7.0 --         عنْده كسرْ في عضْم السّاقْ. 
       3.0        6.0 --         عنْده مدْرسة خاصّة. 
       3.0        7.0 --         عنْده مشْكلة في العضامْ. 
       3.0        3.0 --         عنْده وجعْ ءسْنانْ. 
       1.0        4.0 --         عنْده وجعْ راسْ. 
       3.0        2.0 --         عنْده ورْشة عرباتْ. 
       3.0        7.0 --         عنْدها شنْطة يدْ صغيرة. 
       3.0        7.0 --         عنْدهم تذاكر مخفّضة. 
       3.0        4.0 --         عنْدهم سباق خْيل. 
       3.0        7.0 --         عنْدهم عروض مسْرحيّة. 
       3.0        5.0 --         عنْدهم فعاليّة في النّادي. 
       3.0        6.0 --         عنْدهم نادي رياضي ثقافي. 
       3.0        5.0 --         عنْدهم نشاط رياضي. 
       3.0        7.0 --         عنْدهمْ مكْنسة كهْرباءيّة. 
       3.0        7.0 --         عنْدهْ ءضْراسْ مسوّسة. 
       3.0        6.0 --         عنْدهْ ءلمْ في ضرْسه. 
       3.0        5.0 --         عنْدهْ التهابْ رءويْ شديدْ. 
       3.0        3.0 --         عنْدهْ برْنامجْ جميل. 
       3.0        7.0 --         عنْدهْ تسعطاشرْ قميصْ. 
       3.0        5.0 --         عنْدهْ جرحْ في رجْلهْ. 
       3.0        5.0 --         عنْدهْ جْروْحْ شديْدهْ. 
       3.0        5.0 --         عنْدهْ دقنْ بيْضا. 
       1.0        4.0 --         عنْدهْ شنبْ كبير. 
       3.0        7.0 --         عنْدهْ شْويّةْ رضوضْ. 
       3.0        7.0 --         عنْدهْ فلْفلْ ءخْضرْ؟ 
       3.0        5.0 --         عنْدهْ قروشْ كتيرة. 
       3.0        6.0 --         عنْدهْ لياقهْ بدنيهْ عالْيهْ. 
       3.0        2.0 --         عنْدهْ محلْ حلاقة. 
       3.0        5.0 --         عنْدهْ موْهبهْ كويْسهْ. 
       3.0        7.0 --         عنْدو التهابْ معاه حمّىْ. 
       3.0        5.0 --         عنْدو زيارة لتكساس. 
       3.0        5.0 --         عنْدي ءجازة ءسْبوع. 
       3.0        6.0 --         عنْدي ءجازة في الصيْف. 
       3.0        6.0 --         عنْدي ءرْبعطاشرْ جنيْه. 
       3.0        5.0 --         عنْدي ءقامة في السعوديّة. 
       3.0        2.0 --         عنْدي ءقْلام وءوراق. 
       3.0        5.0 --         عنْدي بنْطلوْن جينزْ. 
       0.0        4.0 --         عنْدي بيتْ ملكْ. 
       3.0        5.0 --         عنْدي تلاتة قمْصانْ. 
       1.0        4.0 --         عنْدي حسابْ توْفيرْ. 
       0.0        4.0 --         عنْدي دوْلاريْن بسْ. 
       3.0        5.0 --         عنْدي سلْسلْ فضّة. 
       3.0        6.0 --         عنْدي شغلانة في البيت. 
       3.0        7.0 --         عنْدي شغلانة مهمّة. 
       3.0        7.0 --         عنْدي قاموسْ عربي _ ءنْجليزي. 
       0.0        4.0 --         عنْدي قروش. 
       3.0        5.0 --         عنْدي قطْعة ءرضْ. 
       3.0        6.0 --         عنْدي قميصْ ءبيضْ. 
       1.0        4.0 --         عنْدي كتابْ واحدْ. 
       3.0        5.0 --         عنْدي كلبْ اسْمهْ ركْس. 
       3.0        5.0 --         عنْدي ليْك ءخبار سمْحة. 
       3.0        4.0 --         عنْدي ليْك وصيّة. 
       3.0        2.0 --         عنْدي مجلّات جميلة. 
       3.0        5.0 --         عنْدي مكنةْ تطْريزْ. 
       3.0        4.0 --         عنْدي مواعيد مهمّة. 
       3.0        3.0 --         عنْدي مواعيدْ يوْم التلاتا. 
       3.0        5.0 --         عنْدي موعدْ مع الدكْتورْ. 
       0.0        4.0 --         عنْدي ميّة دوْلار. 
       0.0        4.0 --         عنْوانك شنو؟ 
       0.0        4.0 --         عنْوانْ البيتْ شنو؟ 
       3.0        7.0 --         عيادةْ دكتورهْ نجوى فاتحهْ. 
       3.0        7.0 --         عيد الءضْحى بعد اسْبوعْ. 
       3.0        6.0 --         عيدْ الفطرْ بعدْ رمضان. 
       0.0        4.0 --         عيدْ الميلادْ بكْرة. 
       0.0        4.0 --         عيدْ ميلاد سعيد. 
       0.0        4.0 --         عيدْ ميلادي بكْرة. 
       3.0        5.0 --         عيْد القيامة ءجازة. 
       3.0        7.0 --         عيْدْ زواجْنا يوافقْ عيْد ميْلادي. 
       0.0        4.0 --         عيْدْ مباركْ. 
       3.0        5.0 --         عّمّتي بتْبيع الطّواقي. 
       3.0        7.0 --         غرف الفنْدق كبيرة. 
       3.0        6.0 --         غرف الفنْدق مليانة. 
       3.0        5.0 --         غرفتي كبْيرة. 
       3.0        6.0 --         غروب الشّمْسْ جميل. 
       3.0        7.0 --         غرْفتهْ في الطّابق الْخامسْ. 
       3.0        7.0 --         غرْفتو في الطّابق الخامس. 
       3.0        5.0 --         غرْفتي واسْعة. 
       3.0        7.0 --         غطّى العربيّة بقماشْ. 
       3.0        5.0 --         غيّرت لمبة الشارع. 
       0.0        4.0 --         فاقْ من الْبنجْ. 
       1.0        4.0 --         فبْرايرْ شهرْ باردْ. 
       3.0        4.0 --         فتح ليه محل انترنت. 
       3.0        6.0 --         فتحوا محْضرْ بوليْسْ. 
       3.0        7.0 --         فتحية شغالة في المدارس الحكوميّة. 
       3.0        4.0 --         فتحْ بلاغْ. 
       3.0        5.0 --         فجءةً الخط قطع. 
       3.0        3.0 --         فجْءةً النّارْ بقّتْ. 
       3.0        3.0 --         فجْءةً جا داخلْ. 
       3.0        5.0 --         فرشوا عليه في الجّامعْ. 
       3.0        7.0 --         فرضْ على الناسْ ءسعارْ جديدهْ. 
       3.0        5.0 --         فرنْسا في قارة ءوروبّا. 
       3.0        5.0 --         فرْشْ الءوضة جديدْ. 
       1.0        4.0 --         فصلنا بتاع عربي. 
       3.0        3.0 --         فصلْ الرّبيعْ جميل. 
       3.0        5.0 --         فصّلْ ليْ الْقميصْ دا! 
       3.0        6.0 --         فنادق الخرطوم سمحة. 
       3.0        5.0 --         فوز الرءيس مضمون. 
       0.0        4.0 --         في ءرْبعة عربات. 
       3.0        3.0 --         في ءزْعاج شديد. 
       1.0        4.0 --         في ءلمْ في الْبطنْ؟ 
       3.0        6.0 --         في اتصالات مباشْرة مع السودان. 
       3.0        4.0 --         في ارْتفاعْ في النّيْلْ. 
       3.0        5.0 --         في اسْتجابة كبيْرة للدّوا. 
       3.0        2.0 --         في الءءّل قسْتيه ؟ 
       3.0        5.0 --         في الءوّلْ كان في شنو؟ 
       3.0        5.0 --         في البداية حنمشي السوق. 
       3.0        7.0 --         في الفصلْ خمسْطاشرْ طالبْ. 
       3.0        3.0 --         في انْسدادْ في المجاري. 
       3.0        5.0 --         في تجاوزاتْ ماليّة. 
       2.0        4.0 --         في ترابْ شديد الْليلة. 
       0.0        4.0 --         في تسمّمْ؟ 
       3.0        5.0 --         في تنْزيلاتْ في السوقْ. 
       3.0        6.0 --         في جبلْ حول الْخرْطوم. 
       0.0        4.0 --         في حاجة تانْية؟ 
       3.0        3.0 --         في حاجةْ ناقْصهْ؟ 
       3.0        6.0 --         في حالة سفّرك بنتظر رجعتك. 
       3.0        7.0 --         في حظْر تجوّلْ في الخرطوم. 
       1.0        4.0 --         في حمْلةْ تفتيشْ. 
       3.0        2.0 --         في حوار سمح في الاذاعة. 
       3.0        6.0 --         في خدوْشْ خفيْفة. 
       3.0        6.0 --         في خط تلفون مباشر هنا؟ 
       3.0        2.0 --         في دخّانْ كتيْرْ. 
       3.0        5.0 --         في راكبْ واحدْ في الْبصْ. 
       1.0        4.0 --         في رايكْ الْحلْ شنو؟ 
       3.0        5.0 --         في رحلات بالسّودانيّة؟ 
       0.0        4.0 --         في ستّين كتابْ. 
       3.0        7.0 --         في سخانة شديْدة في الجّوْ. 
       0.0        4.0 --         في شنو يا علي؟ 
       3.0        5.0 --         في شْوية غيْمْ. 
       0.0        4.0 --         في طراشْ؟ 
       3.0        6.0 --         في عجْزْ في الْميزانيه. 
       0.0        4.0 --         في فترْ شديْدْ. 
       3.0        5.0 --         في فعّاليّات كتيرة بكْرة. 
       0.0        4.0 --         في فورمْ تاني تملاه. 
       3.0        7.0 --         في قيود على صرف الدولار. 
       3.0        5.0 --         في كمْ طالبْ في الفصلْ؟ 
       3.0        5.0 --         في كمْ مشاهدْ في الاستادْ. 
       3.0        5.0 --         في كمْ ممثّلْ في الْمسرحيهْ؟ 
       3.0        6.0 --         في لافْتة كبيْرة قدّام المحلْ. 
       3.0        4.0 --         في مطبّات هواءية. 
       1.0        4.0 --         في معازيم كتار. 
       3.0        6.0 --         في معاناهْ شديدهْ في السّودان. 
       0.0        4.0 --         في ناسْ اتْعوّقوا؟ 
