      male     female
      18.0       17.0 --         یہ کھانا خراب ھے 
      22.0       20.0 --         یہ کہاں تھا 
      20.0       18.0 --         یہ کیا ھے؟ 
      22.0       21.0 --         یہ گلی کا اشارہ ھے۔ 
      22.0       16.0 --         یہ گلیاں ابھی محفوظ نیں ھیں 
      18.0       17.0 --         یہ گوشت بکری کا ہے یا گائے کا؟ 
      20.0       18.0 --         یہ گولہ ھے؟ 
      22.0       18.0 --         یہ ھوائی اڈہ کون سا ھے؟ 
      21.0       19.0 --         یہ ہمارے رہنما ہیں 
      22.0       20.0 --         یہاں دستخط کرو 
      21.0       19.0 --         یہاں رھو۔ 
      22.0       18.0 --         یہاں قطعہ زمین ناہموار ھے۔ 
      22.0       20.0 --         یہاں پر شہریوں کی حفاظت کا زمہ دار کون ھے؟ 
      22.0       18.0 --         یہاں پناہ گزین ھیں۔ 
       4.0        6.0 --         یہاں, ادھر 
       2.0        3.0 --         یہودی 
      12.0       17.0 --         ۡقبیح رسم 
       0.0        0.0 -- آج
       0.0        0.0 -- آداب
       0.0        0.0 -- آرام سے۔
       0.0        0.0 -- آپ اعلانات کہاں مشتہر کرتے ھیں؟
       0.0        0.0 -- آپ اپنی گاڑی کے کاغذات دیکھاہیں۔
       0.0        0.0 -- آپ اپنے ساتھ بہت سا کھانا اور پانی لاہیں۔
       0.0        0.0 -- آپ اپنے ساتھ کتنی رقم لے جا رھے ھیں؟
       0.0        0.0 -- آپ بجلی کہاں سے حاصل کرتے ھیں؟
       0.0        0.0 -- آپ بری طرح جھلس گئے ہیں۔
       0.0        0.0 -- آپ زخمی ھوگئے ہیں۔
       0.0        0.0 -- آپ سے جلد ملاقات ھوگی
       0.0        0.0 -- آپ سے مل کر خوشی ھوئی
       0.0        0.0 -- آپ فوج میں کتنی دیر سے ہیں؟
       0.0        0.0 -- آپ قیدی ھیں
       0.0        0.0 -- آپ مہھجے کیا دے رہے ھیں؟
       0.0        0.0 -- آپ نے قانون توڑا ھے اس لیے آپ کو گرفتار کرنا پڑا ھے۔
       0.0        0.0 -- آپ نے مزاحمت کاروں کو کہاں دیکھا؟
       0.0        0.0 -- آپ نے پہلی دفعہ مسلح لوگوں کو کہاں دیکھا؟
       0.0        0.0 -- آپ نے کتنی گاڑیاں دیکھں؟
       0.0        0.0 -- آپ نے کرفیو توڑا ھے۔
       0.0        0.0 -- آپ نے کیا دیکھا؟
       0.0        0.0 -- آپ نے گولا بارود کہاں دیکھا؟
       0.0        0.0 -- آپ نے گولابارود کب دیکھا؟
       0.0        0.0 -- آپ نے یہ بارود کہاں سے لیا؟
       0.0        0.0 -- آپ نے یہ دن کے کس وقت دیکھا؟
       0.0        0.0 -- آپ کا بہت شکریہ
       0.0        0.0 -- آپ کا شکریہ کھانا بہت مزہ دار تھا
       0.0        0.0 -- آپ کا عہدہ کیا ھے؟
       0.0        0.0 -- آپ کا نام کیا ھے؟
       0.0        0.0 -- آپ کا وزن کیا ھے؟
       0.0        0.0 -- آپ کا پورا نام کیا ھے؟
       0.0        0.0 -- آپ کا پورا نام کیا ہے؟
       0.0        0.0 -- آپ کا چیف کون ہے؟
       0.0        0.0 -- آپ کا کیا مذہب ہے؟
       0.0        0.0 -- آپ کا کیا نام ھے؟
       0.0        0.0 -- آپ کتنی انگلیاں دیکھ رھے ھیں؟
       0.0        0.0 -- آپ کس ملک سے ھیں؟
       0.0        0.0 -- آپ کو اجازت ھے۔
       0.0        0.0 -- آپ کو اپنا ٹرک واپس مل جائے گا اگر آپ بتائیں کہ آپ اسے کس کے پاس لے جا رھے تھے؟
       0.0        0.0 -- آپ کو اڈے میں جا کر مترجم سے بات کرنی چاھے۔
       0.0        0.0 -- آپ کو مقامی اہلکاروں کو تفتیش کرنے کی اجازت دینی چاھے۔
       0.0        0.0 -- آپ کو کون سی دواوں سے الرجی ھے؟
       0.0        0.0 -- آپ کوایسا نہیں کرناچاہیے
       0.0        0.0 -- آپ کون سی دوائیاں لے رہے ھیں؟
       0.0        0.0 -- آپ کون سی زبان بولتے ہیں؟
       0.0        0.0 -- آپ کون ہیں؟
       0.0        0.0 -- آپ کہاں جا رھے ھیں؟
       0.0        0.0 -- آپ کہاں جا رہے تھے؟
       0.0        0.0 -- آپ کہاں رہتے ھیں؟
       0.0        0.0 -- آپ کہاں سے آرھے ھیں؟
       0.0        0.0 -- آپ کہاں سے اخبار خریدتے ھیں؟
       0.0        0.0 -- آپ کہاں سے ھیں؟
       0.0        0.0 -- آپ کی تاریخ پیدائش کیا ہے؟
       0.0        0.0 -- آپ کی جائے پیداش کیاھے؟
       0.0        0.0 -- آپ کی شناختی پٹی کہاں ہے؟
       0.0        0.0 -- آپ کی صحت کیسی ہے؟
       0.0        0.0 -- آپ کی پوزیشن کیاھے؟
       0.0        0.0 -- آپ کی کمپنی کا کیا نام ھے؟
       0.0        0.0 -- آپ کی گاڑی کو کیا ھوا۔
       0.0        0.0 -- آپ کیا لے جا رھے ھیں؟
       0.0        0.0 -- آپ کیا کام کرتے ھیں؟
       0.0        0.0 -- آپ کیا کر رہے ھیں؟
       0.0        0.0 -- آپ کے باس کا کیا نام ھے؟
       0.0        0.0 -- آپ کے رہنما کا کیا نام ھے؟
       0.0        0.0 -- آپ کے علاقے میں قدرتی گیس کی کیا صورتحال ھے؟
       0.0        0.0 -- آپ کے واٹر سپلائی کی کیا صورتحال ہے؟
       0.0        0.0 -- آپ کے گھر کا پتہ کیا ھے؟
       0.0        0.0 -- آپ کے یونٹ کا مشن کیا ھے؟
       0.0        0.0 -- آپ ہماری حراست میں ھیں
       0.0        0.0 -- آپ یہاں کس راستے سے آتے ھیں؟
       0.0        0.0 -- آپنا سر مت ہلایئں
       0.0        0.0 -- آپنے ھاتھوں کو کھڑا کرو۔
       0.0        0.0 -- آڈے کے قریب۔
       0.0        0.0 -- آہستہ چلو۔
       0.0        0.0 -- آہستہ ھو جاو۔
       0.0        0.0 -- آیئں آپ کی مدد کریں۔
       0.0        0.0 -- اب آپ کی باری ھے۔
       0.0        0.0 -- اب آپ کے فارم ہاوس پر کون قابض ھے؟
       0.0        0.0 -- ابھی آپ سے یہاں کوئی سوال پوچھنے آے گا۔
       0.0        0.0 -- ابھی میں مصروف ھوں
       0.0        0.0 -- ابھی کیا وقت ہوا ہے؟
       0.0        0.0 -- اج رات۔
       0.0        0.0 -- احتیاط کریں۔
       0.0        0.0 -- اخبار والے نے اشتہار بانٹے ھیں۔
       0.0        0.0 -- ادھر آو
       0.0        0.0 -- ادھر۔
       0.0        0.0 -- اس بستے میں کیا ھے؟
       0.0        0.0 -- اس جایئداد کی کیا حالت ھے؟
       0.0        0.0 -- اس جگہ کتنے لوگ کام کرتے ھیں۔
       0.0        0.0 -- اس جھیل کو کیا کہتے ھیں؟
       0.0        0.0 -- اس زمین کو کس نے ضبط کیا؟
       0.0        0.0 -- اس سڑک پر کتنا وزن لانے کی اجازت ھے؟
       0.0        0.0 -- اس شناختی پٹی میں آپکی تمام معلومات ہیں۔
       0.0        0.0 -- اس علاقہ میں کتنے لوگوں کے پاس ٹی وی اور ریڈیو ھیں؟
       0.0        0.0 -- اس علاقے میں ایک بڑا اور دو چھوٹے ھوائی اڈے ھیں۔
       0.0        0.0 -- اس علاقے میں بہت سے انجینیر ھیں۔
       0.0        0.0 -- اس علاقے میں جو مویشی چر رہے ھیں انھیں خطرہ ھے۔
       0.0        0.0 -- اس علاقے میں کتنے لوگ رھتے ھیں؟
       0.0        0.0 -- اس علاقے میں کتنے لوگ گاڑیوں کے مالک ھیں؟
       0.0        0.0 -- اس علاقے میں کتنے کنویں ھیں؟
       0.0        0.0 -- اس مسلہ کو حل کرنے کے لیے آپ نے کس سے رابطہ کیا؟
       0.0        0.0 -- اس وادی کو کیا کہتے ھیں؟
       0.0        0.0 -- اس وقت آپ کی گاڑی کہاں ھے؟
       0.0        0.0 -- اس وقت صرف پندرہ منٹ لگیں گے۔
       0.0        0.0 -- اس وقت ہر ایک کو گھر ھونا چاھیے۔
       0.0        0.0 -- اس وقت ہر ایک کو گھر ہوناچاہے؟
       0.0        0.0 -- اس وقت یہ زمین کس لیے استعمال ہوتی ہے؟
       0.0        0.0 -- اس ٹریفک اشارہ کا کیا مطلب ھے؟
       0.0        0.0 -- اس پہاڑی کی کیتنی ڈھلان ھے؟
       0.0        0.0 -- اس کو چوتھا مہینہ ھے۔
       0.0        0.0 -- اس کو ہاتھ مت لگائیں
       0.0        0.0 -- اس گاوں کا نام ڈونگابونگا ھے۔
       0.0        0.0 -- اس گاوں کا کیا نام ھے؟
       0.0        0.0 -- اسلام
       0.0        0.0 -- اسلام اباد
       0.0        0.0 -- اشارہ کریں۔
       0.0        0.0 -- اشتہار کس نے بانٹے؟
       0.0        0.0 -- افقی لکریں عرض البلد دکھاتی ھیں۔
       0.0        0.0 -- السلام علیکم
       0.0        0.0 -- امریکی فوجی آئے گا اور وہ آپکی تلاشی لے گا۔
       0.0        0.0 -- ان کے پاس آر پی جی ھے۔
       0.0        0.0 -- ان کے پاس بہت سا بارود ھے۔
       0.0        0.0 -- ان کے پاس پیٹھو تھے۔
       0.0        0.0 -- ان کے پاس کس قسم کی خاص وردی ھے؟
       0.0        0.0 -- ان کے پاس کس قسم کی گاڑیاں تھیں؟
       0.0        0.0 -- ان کے پاس کس قسم کے ہتھیار ھیں؟
       0.0        0.0 -- ان گاڑیوں کا رنگ کیا تھا؟
       0.0        0.0 -- انتظار فرمائیے آپ کو ڈاکٹر ابھی دیکھتا ھے۔
       0.0        0.0 -- انتظار فرماہیے۔
       0.0        0.0 -- انسپکٹڑ آرہا ھے۔
       0.0        0.0 -- انچارج کون ھے؟
       0.0        0.0 -- انھوں نے فوجی وردیاں پہنی ھوئی تھیں۔
       0.0        0.0 -- انھوں نے کیا پہنا ھوا تھا؟
       0.0        0.0 -- انیس سو ستانوے سے
       0.0        0.0 -- اٹھو
       0.0        0.0 -- اپ کا کیا حال ھے؟
       0.0        0.0 -- اپ کتنے عرصہ وہاں رہے؟
       0.0        0.0 -- اپنا انجن بند کردو۔
       0.0        0.0 -- اپنا نام زور سے بولو۔
       0.0        0.0 -- اپناخیمہ یہاں لگائیں
       0.0        0.0 -- اپنی انکھیں کھولو
       0.0        0.0 -- اپنی گاڑی سے باہر نکلو۔
       0.0        0.0 -- اپنی گاڑی کو یہاں لاو۔
       0.0        0.0 -- اپنے ہتھیار نیچے رکھو
       0.0        0.0 -- اپنے ہتھیار پھینک دو
       0.0        0.0 -- اپنے یونٹ کے ساتھ رہیں
       0.0        0.0 -- اڈے میں تقریبا پچاس لوگ تھے۔
       0.0        0.0 -- اگر آپ نقصان کا ازالہ کرنا چاھتے ھییں تو آپ کو یہ کاغذ بھرنا ھوگا۔
       0.0        0.0 -- اگر آپ کو قافلہ نظر نہ آئے تو آہستہ ھو کر اگلے فوجی ٹرک کا پحچھا کریں۔
       0.0        0.0 -- اگر قافلے میں ٹڑک خراب ھو جاے تو گاڑی کو ادھر ادھر چلاہیں۔
       0.0        0.0 -- اگر قافلے پر حملہ ھو جائے تو مت روکنا۔
       0.0        0.0 -- اگر قافلے پر حملہ ھوجائے۔مھجے کیا کرنا چاھیے-
       0.0        0.0 -- اگر مھجے دوسرے ڈرائیور کے ساتھ کوئی مسلہ ھو تو قافلے کے کمانڈر کو بتاہیں۔
       0.0        0.0 -- اگر مھجے روکنا پڑے اور قافلہ چلتا جائے تو مھجے کیا کرنا چاھیے۔
       0.0        0.0 -- اگر ٹرک خراب ھوجائے تو مہھجے کیا کرنا چاھے۔ گیا؟
       0.0        0.0 -- اگر کسی وجہ سے آپ کو روکنا پڑے اور قافلہ چلتا رھے تو فوج سے مدد حاصل کریں۔
       0.0        0.0 -- اگر ہم آپ کی سرجری نہ کرتے تو آپ مر سکتے تھے۔
       0.0        0.0 -- اگر ہم آپ کی سرجری نہ کریں گے تو ھو سکتا ھے ضاع ھوجائے۔
       0.0        0.0 -- اگرچہ بہت سے گھروں میں ریڈیو ھے اور کچھ گھروں میں ٹی وی ھے۔
       0.0        0.0 -- ایک انچارج تھا۔
       0.0        0.0 -- ایک بجلی کا پلانٹ دریا کے قریب ھے۔
       0.0        0.0 -- ایک بجہ ہے۔
       0.0        0.0 -- ایک دوسرے کو اشارہ مت کریں
       0.0        0.0 -- ایک لاوڈسپیکر بازار میں ھے۔
       0.0        0.0 -- ایک منٹ
       0.0        0.0 -- ایک مہینہ پہلے
       0.0        0.0 -- ایک وقت میں ایک
       0.0        0.0 -- ایک ہفتہ پہلے
       0.0        0.0 -- بارودی سرنگیں کہاں بنائی گیئں؟
       0.0        0.0 -- باہیں ہوجاو
       0.0        0.0 -- بھورا اور سبز
       0.0        0.0 -- بہت بہت شکریہ
       0.0        0.0 -- بہت تیز
       0.0        0.0 -- بیرکس کہاں ھیں؟
       0.0        0.0 -- بیٹھ جاو
       0.0        0.0 -- تاریخ کیا تھی؟
       0.0        0.0 -- تقریبا بیس مسلح لوگ تھے
       0.0        0.0 -- تقریبا چار سو دس کلومیٹر دور ھے۔
       0.0        0.0 -- تقریباْ ایک تہائی رہاشی گاڑیوں کے مالک ھیں۔
       0.0        0.0 -- تیز چلو۔
       0.0        0.0 -- جاو
       0.0        0.0 -- جب آپ سڑک پر روکیں تو گاڑیوں کے درمیان مناسب فاصلہ رکھیں اگر آس پاس چلانے کی ضرورت پڑے۔
       0.0        0.0 -- جب بھی گاڑی روکیں تو ہر مرتبہ پٹڑول ڈالیں۔
       0.0        0.0 -- جب کھانا دستیاب ھوگا تو کحچھ فوجی خیموں پر دیا جائے گا۔
       0.0        0.0 -- جن کو آپ نے دیکھا ان میں سے کسی کی نمایاں شکل و صورت تھی؟
       0.0        0.0 -- جنوب
       0.0        0.0 -- جی تشریف لاہیں۔
       0.0        0.0 -- جی میرے پاس پاس ھے
       0.0        0.0 -- جی ھاں میں آدمی کی شناخت کرا سکتا ھوں۔
       0.0        0.0 -- جی ھاں ہمارے پاس دونوں پرائمری اور سکینڈری اسکول کے استاد ھیں۔
       0.0        0.0 -- جی ھاں۔ اس کی سپلائی کارخانے کے قریب سے مل جاتی ھے۔
       0.0        0.0 -- جی ھاں۔ ٹاون میں دو کنوایں ھیں۔
       0.0        0.0 -- جی ھاں۔ گیس کی نالی یہاں سے قریب ھے۔
       0.0        0.0 -- جی ھاں۔ یہاں پرائمری اور اسکینڈری اسکول ھیں۔
       0.0        0.0 -- جی ہاں
       0.0        0.0 -- جی ہاں مہھجے تھورے سے چکر آرہے ہیں۔
       0.0        0.0 -- جی ہاں میری ٹانگوں میں درد ھے۔
       0.0        0.0 -- جی ہاں میرے سر میں درد ھے۔
       0.0        0.0 -- جی ہاں میں پناہ گزین ھوں
       0.0        0.0 -- جی ہاں پورے پاکستان میں بسیں اور ٹرینیں چلتی ھیں۔
       0.0        0.0 -- جی ہاں ہمارے پاس مقامی نقشہ ھے جو بڑی اور چھوٹی سڑکیں بتاتا ھے۔
       0.0        0.0 -- جی ہاں۔اس علاقے میں آمدورفت کا رش ھے۔
       0.0        0.0 -- حکومت نے زمین لے لی۔
       0.0        0.0 -- خارجی
       0.0        0.0 -- خدا حافظ
       0.0        0.0 -- خطرہ۔
       0.0        0.0 -- خوش آمدید
       0.0        0.0 -- داخل۔
       0.0        0.0 -- داہیں ہوجاو
       0.0        0.0 -- دریاوں کے قریب نالیوں کا نظام ھے۔
       0.0        0.0 -- دستہ کتنا بڑا تھا؟
       0.0        0.0 -- دشمن کا اڈہ کہاں ھے؟
       0.0        0.0 -- دشمن کے دستوں کے بارے میں بتایئں
       0.0        0.0 -- دو گھنٹے
       0.0        0.0 -- رفتار کا احترام کریں۔
       0.0        0.0 -- رفتار کی کیا حد ھے؟
       0.0        0.0 -- روکنے سے پہلے کم از کم تین کلو میٹر گاڑی چلاییں۔
       0.0        0.0 -- رک جاو
       0.0        0.0 -- رک جاو ورنہ گولی ماردونگا
       0.0        0.0 -- زمین کے کاغذات کس کے نام ھیں؟
       0.0        0.0 -- زنانہ فوجی جلد ہی اے گی۔
       0.0        0.0 -- سامنے آنے والی ٹریفک پر رفتار آہستہ کریں۔
       0.0        0.0 -- ساٹھ کلومیٹر فی گھنٹہ
       0.0        0.0 -- ساڑھے تین بجے ھیں
       0.0        0.0 -- سب سے آخری ڈرائیور کو رک کر خراب ٹرک کی مدد کرنی چاھیے۔
       0.0        0.0 -- سرحد کو عبور کرنے میں کتنی دیر لگے گی۔
       0.0        0.0 -- سردی کے موسم میں سڑکیں خطرناک اور برف سے ڈھکی ھوتی ھیں۔
       0.0        0.0 -- سڑک بند ھے۔
       0.0        0.0 -- سڑکوں کی مرمت کرنے کا نگران کون ھے؟
       0.0        0.0 -- شاید
       0.0        0.0 -- شب بخیر
       0.0        0.0 -- شمال
       0.0        0.0 -- شکریہ
       0.0        0.0 -- شکریہ اب آپ آزادی سے جا سکتے ھیں۔
       0.0        0.0 -- شہری کی گاڑی نے میری گاڑی کو نقصان پہنچایا۔
       0.0        0.0 -- صبح بخیر
       0.0        0.0 -- صبع سویرے۔
       0.0        0.0 -- عائشہ
       0.0        0.0 -- عمارت گرادی گئی ھے مگر وہ قابض ھیں۔
       0.0        0.0 -- عمودی لکیریں طول البلد دکھاتی ھیں۔
       0.0        0.0 -- عورتیں اور بچے اس کمرے میں۔
       0.0        0.0 -- غسل خانہ پانی کے کنوں سے کتنی دور ھے؟
       0.0        0.0 -- غسل خانہ کہاں ھے
       0.0        0.0 -- فوج کیا کرے اگر قافلہ میری گاڑی کے بغیر چلتی رھے
       0.0        0.0 -- فوجی اپریشن کب شروع ھوگا؟
       0.0        0.0 -- فوجی کیمپوں اور ٹھہرنے کے علاقوں میں گندگی مت پھیلاہیں۔
       0.0        0.0 -- قاسم
       0.0        0.0 -- قافلے کے کسی بھی ڈراییور سے لڑائی اور بحث نہ کریں۔
       0.0        0.0 -- قریب ترین ریلوے پٹڑیاں شہر سے گزرتی ھے۔
       0.0        0.0 -- قطار بناو۔
       0.0        0.0 -- قنطوری لکیر کے مطابق یہاں بہت ڈھلان ھے۔
       0.0        0.0 -- قنطوری لکیریں اونچائی دکھاتی ھیں۔
       0.0        0.0 -- قَلم
       0.0        0.0 -- لاھور سے بہاولپور کتنی دور ھے؟
       0.0        0.0 -- لڑنے والے کہاں گئے؟
       0.0        0.0 -- لیٹ جاو
       0.0        0.0 -- مالی وسائل
       0.0        0.0 -- مترجم آرہا ھے۔
       0.0        0.0 -- مترجم کہاں ھے۔
       0.0        0.0 -- مجھے آپ کے سامان کا معاہنہ کر نا ہے۔
       0.0        0.0 -- مجھے معاف کیجیے۔
       0.0        0.0 -- مخالف قبائل قابض ھیں۔
       0.0        0.0 -- مسلح آدمی مغرب کی طرف گئے۔
       0.0        0.0 -- مسلح آدمی کس طرف گئے
       0.0        0.0 -- مشرق
       0.0        0.0 -- مغرب
       0.0        0.0 -- مقامی انتظامیہ شہریوں کی حفاظت کی زمہ دار ھے۔
       0.0        0.0 -- مندرجہ ذیل
       0.0        0.0 -- موچ آنا
       0.0        0.0 -- مھجے اجازت دیں
       0.0        0.0 -- مھجے بتاو
       0.0        0.0 -- مھجے سوال کا جواب دو۔
       0.0        0.0 -- مھجے قافلے کے لیے کیا لانا چاھیے؟
       0.0        0.0 -- مھجے قید میں کیوں رکھا جا رہا ھے؟
       0.0        0.0 -- مھجے مترجم کی ضرورت ھے
       0.0        0.0 -- مھجے معاوضہ کیسے مل سکتا ھے۔
       0.0        0.0 -- مھجے کتنی دور گاڑی چلانی چاھیے روکنے سے پہلے۔
       0.0        0.0 -- مھجے کیوں روکا گیا ھے؟
       0.0        0.0 -- مھجے کیوں گرفتار کیا جارھا ھے۔؟
       0.0        0.0 -- مہجھے دیکھائیں کہاں درد ھے
       0.0        0.0 -- مہجھے کوئی الرجی نہیں ھے۔
       0.0        0.0 -- مہربانی سے آپنا شناختی کارڈ دیکھاہیں۔
       0.0        0.0 -- مہربانی سے اس کا نام لکھیں۔
       0.0        0.0 -- مہربانی سے ذاتی تلاشی والے کمرے میں جاہیں۔
       0.0        0.0 -- مہربانی سے مجھے وہ دیں۔
       0.0        0.0 -- مہربانی سے میری مدد کریں۔
       0.0        0.0 -- مہربانی سے پچھلا دروازہ کھولیں۔
       0.0        0.0 -- مہربانی سے گھر سے باہر آہیں۔
       0.0        0.0 -- مہربانی کرکے آہستہ بولیں۔
       0.0        0.0 -- مہربانی کرکے دوہراہیں۔
       0.0        0.0 -- مہربانی کرکے یہ قبول کریں،یہ آپ کاھے؟
       0.0        0.0 -- مہھجے آپ کے زخم صاف کرنے ھیں۔
       0.0        0.0 -- مہھجے پنسیلین سے الرجی ھے۔
       0.0        0.0 -- مہھجے پورے پیسے چائیں
       0.0        0.0 -- مہھجے کیا ھوا؟
       0.0        0.0 -- میرا زاتی سامان ھے۔
       0.0        0.0 -- میرا سامان کہاں ھے؟
       0.0        0.0 -- میرا نام جان ہے۔
       0.0        0.0 -- میرا وزن بہتر کلو ھے۔
       0.0        0.0 -- میری سرجری کیوں ھو رہی ھے۔
       0.0        0.0 -- میری شناختی پٹی گم ھوگئ
       0.0        0.0 -- میری میگزین خالی ھے
       0.0        0.0 -- میری پوزیشن چھ اور انچاس شمال اور پانچ سترہ مغرب ھے۔
       0.0        0.0 -- میری گاڑی چلانے کے قابل نیں ھے۔
       0.0        0.0 -- میری گردن ٹھیک ھے۔
       0.0        0.0 -- میرے آنے تک یہ سب کچھ ھو رہا تھا۔
       0.0        0.0 -- میرے خاندان کو کون اطلاع دے گا؟
       0.0        0.0 -- میرے ساتھ آو۔
       0.0        0.0 -- میرے سوالوں کا جواب ہاں یا نہ میں دینے کی کوشش کریں۔
       0.0        0.0 -- میرے پاس بس یہی ھے
       0.0        0.0 -- میرے پاس روپے نیں ھیں
       0.0        0.0 -- میرے پاس کوئی شناختی کارڈ نیں ھے؟
       0.0        0.0 -- میرے پاس یہ ہی ھیں۔
       0.0        0.0 -- میرے کوئی بچے نہیں ہیں۔
       0.0        0.0 -- میٹینگ کتنی لمبی تھی؟
       0.0        0.0 -- میں آپ کو آٹھانے لگا ھوں۔
       0.0        0.0 -- میں آپ کو ایک گھنٹے میں ملتا ھوں۔
       0.0        0.0 -- میں آپ کو شناختی پٹی لگاوں گا۔
       0.0        0.0 -- میں آپ کی کس سے بات کراتا ھوں جو آپ کی مدد کر سکتا ھے۔
       0.0        0.0 -- میں آپ کے صبر کی داد دیتا ھوں۔
       0.0        0.0 -- میں اردو بولتا ھوں۔
       0.0        0.0 -- میں اردو نہیں بولتا۔
       0.0        0.0 -- میں اس نقصان کے بارے میں کس سے بات کر سکتا ھوں؟
       0.0        0.0 -- میں افسر ھوں
       0.0        0.0 -- میں افغانی ھوں
       0.0        0.0 -- میں انگریزی نیں بولتا۔
       0.0        0.0 -- میں اپنے ہاتھ کہاں دھو سکتاھوں؟
       0.0        0.0 -- میں بولنے سے انکار کرتا ھوں
       0.0        0.0 -- میں جہلم سے ارھاھوں۔
       0.0        0.0 -- میں حوالدار ھوں
       0.0        0.0 -- میں خون کو بند کرنے کے لیے پٹی باندھ رہا ھوں۔
       0.0        0.0 -- میں سپاہی ھوں
       0.0        0.0 -- میں صحیح اہلکار سے اس کی تحقیقات کرواں گا۔
       0.0        0.0 -- میں صرف یہی کھچہ جانتا ھوں۔
       0.0        0.0 -- میں ضبط کرتا ہوں
       0.0        0.0 -- میں طبی امداد چاہتا ھوں
       0.0        0.0 -- میں مال لے کر ملتان لے کر جا رھا ھوں۔
       0.0        0.0 -- میں معافی چاہتا ھوں۔
       0.0        0.0 -- میں نقشہ پڑھنا جانتا ھوں
       0.0        0.0 -- میں نہیں جانتا۔
       0.0        0.0 -- میں نہیں سمجھتا
       0.0        0.0 -- میں نیں جانتا ھوں کہ میں کہاں ھوں۔
       0.0        0.0 -- میں نیہں بتا سکتا
       0.0        0.0 -- میں نے اس کو کبھی نہیں دیکھا ھے۔
       0.0        0.0 -- میں نے بکتربند گاڑی دیکھی۔
       0.0        0.0 -- میں نے بہت سے ٹرک دیکھے
       0.0        0.0 -- میں نے دو جیپں دیکھں۔
       0.0        0.0 -- میں نے مزاحمت کاروں کو پہاڑوں پر دیکھا۔
       0.0        0.0 -- میں نے کوئی زخمی نیہں دیکھا۔
       0.0        0.0 -- میں نے کوئی شہری نہیں دیکھا۔
       0.0        0.0 -- میں نے گولا بارود گاوں کے قریب دیکھا۔
       0.0        0.0 -- میں ٹھیک ھوں۔ شکریہ اور آپ؟
       0.0        0.0 -- میں ٹھیک ھوں۔شکریہ
       0.0        0.0 -- میں پانچ انگلیاں دیکھ رہا ھوں۔
       0.0        0.0 -- میں پنجابی بولتا ھوں۔
       0.0        0.0 -- میں پیاساھوں۔
       0.0        0.0 -- میں ڈاکڑ ھوں۔
       0.0        0.0 -- میں کنوارہ ھوں
       0.0        0.0 -- میں گاڑی میں کب پٹرول ڈالوں
       0.0        0.0 -- نرس کہاں ھے؟
       0.0        0.0 -- نقشے کی علامتیں لیجنڈ کہلاتی ھیں۔
       0.0        0.0 -- نَقشہ
       0.0        0.0 -- نگرانی کرنا
       0.0        0.0 -- نہں شکریہ آپ کا میں نے کھا لیاھے
       0.0        0.0 -- نہیں
       0.0        0.0 -- نہیں آپ اند ر نہیں آسکتے۔
       0.0        0.0 -- نہیں سرحد بند ھے۔
       0.0        0.0 -- نہیں شکریہ۔
       0.0        0.0 -- نہیں میری سانس ٹھیک ھے۔
       0.0        0.0 -- نہیں یہ غلط ھے
       0.0        0.0 -- نیں۔ قبائیلی رہنما نے لے لیے۔
       0.0        0.0 -- نیں۔ یہ یک طرفہ ھے۔
       0.0        0.0 -- واقعی
       0.0        0.0 -- وقت کیا تھا؟
       0.0        0.0 -- وہ آپ کو پھر سے آپنے ہمراہ رکھیں گے۔
       0.0        0.0 -- وہ اردو بولتے تھے۔
       0.0        0.0 -- وہ بارودی سرنگیں لگا رہے تھے
       0.0        0.0 -- وہ بہت دور ھے۔
       0.0        0.0 -- وہ جائے حادثہ پر ھے۔
       0.0        0.0 -- وہ دریائے راوی ھے۔
       0.0        0.0 -- وہ ساحلی جھیل ھے۔
       0.0        0.0 -- وہ عمارتوں میں چھپے ھوئے ھیں۔
       0.0        0.0 -- وہ مرگلا ھے۔
       0.0        0.0 -- وہ منگلا ڈیم ھے۔
       0.0        0.0 -- وہ کرو جو میں کہ رہا ھوں۔
       0.0        0.0 -- وہ کون سی زبانیں بول رہے تھے۔
       0.0        0.0 -- وہ کہاں چھپے ھوئے ہیں؟
       0.0        0.0 -- وہ کیا کر رہے تھے؟
       0.0        0.0 -- وہاں رھو۔
       0.0        0.0 -- وہاں کتنے لوگ تھے-
       0.0        0.0 -- وہاں کی زمین کس طرح کی دیکھائی دیتی ھے؟
       0.0        0.0 -- ٹریفک کےاشاروں کا احترام کریں۔
       0.0        0.0 -- ٹھیک
       0.0        0.0 -- ٹھیکہ دار سڑکوں کی مرمت کا زمہ دار ھے۔
       0.0        0.0 -- ٹیکسیاں گنجان آباد علاقے سے مل جاتی ھیں۔
       0.0        0.0 -- پانی پییں
       0.0        0.0 -- پانی کو ابالیں
       0.0        0.0 -- پانی گندا ھے۔
       0.0        0.0 -- پم مسلے کو حل کرنے کی کوشش کریں گے۔
       0.0        0.0 -- پٹری
       0.0        0.0 -- پھر ملیں گے
       0.0        0.0 -- پہلے زخمیوں کو امداد دی جائے گی۔
       0.0        0.0 -- پینے کا پانی دریاوں تک کیسے پنچایا جاتا ھے۔
       0.0        0.0 -- چھوٹے علاقوں میں زیادہ تر لوگ ریڑی کا استعمال کرتے ھیں۔
       0.0        0.0 -- چھپ کر گولی چلانے والے سے بچیں
       0.0        0.0 -- ڈراییور کی زمہ داری ھے کہ وہ بوجھ، چین زنجیر اور ٹائر کا دھیان رکھے۔
